Voyage_ID,Carrier,Vessel_Name,Vessel_Type,Origin_Port,Destination_Port,Distance_NM,Scheduled_Transit_Days,Departure_Delay_Hours,Average_Speed_Knots,Vessel_Age,Cargo_Load_Percentage,Port_Congestion_Index,Weather_Severity,Fuel_Price_USD,Historical_Route_Delay,Season,Customs_Clearance_Risk,Actual_Delay_Hours,Late_Arrival
V04836,Maersk,James Voyager,Container,Los Angeles,Mumbai,7331,16.3,4.4,22.5,30,99.0,42.3,2.1,482.92,9.0,Spring,High,13.0,1
V04837,CMA CGM,Antonio Voyager,LNG Carrier,Hamburg,Rotterdam,8795,30.5,6.1,23.8,14,48.3,23.7,7.2,808.93,1.0,Summer,Medium,15.7,1
V04838,Yang Ming,Kathy Voyager,Container,Shanghai,Los Angeles,794,2.0,4.6,22.6,29,82.3,90.7,1.6,699.74,2.3,Winter,High,15.4,1
V04839,COSCO,Alexis Voyager,LNG Carrier,Colombo,Rotterdam,2695,10.3,5.2,13.1,8,57.3,86.9,2.5,653.78,10.4,Summer,Medium,23.7,1
V04840,Yang Ming,Joseph Voyager,LNG Carrier,Los Angeles,Singapore,10201,29.1,3.7,24.0,17,46.6,55.1,2.0,685.23,16.0,Summer,High,18.6,1
V04841,Evergreen,Robert Voyager,Bulk Carrier,Dubai,Shanghai,6220,14.3,8.5,14.2,14,55.0,90.8,7.3,628.65,8.9,Summer,High,32.8,1
V04842,CMA CGM,Julia Voyager,Oil Tanker,Dubai,Shanghai,2348,5.9,11.9,14.6,4,87.3,14.9,7.6,671.45,15.3,Winter,High,29.8,1
V04843,CMA CGM,Vanessa Voyager,Bulk Carrier,Colombo,Rotterdam,5516,20.5,6.2,14.4,17,68.3,37.2,3.2,772.32,11.3,Winter,Medium,21.1,1
V04844,Maersk,Katherine Voyager,Oil Tanker,Hamburg,Mumbai,3648,12.7,2.9,23.8,30,52.1,98.7,6.2,774.98,6.1,Autumn,Medium,26.0,1
V04845,Maersk,Carl Voyager,Bulk Carrier,Hamburg,Shanghai,2222,8.8,10.5,17.6,4,68.3,55.1,5.1,618.28,13.5,Autumn,High,25.7,1
V04846,Evergreen,Sara Voyager,Bulk Carrier,Busan,Singapore,5634,14.1,0.0,15.6,16,76.4,14.0,8.6,542.1,9.5,Spring,Medium,19.9,1
V04847,Hapag-Lloyd,Valerie Voyager,LNG Carrier,Los Angeles,Rotterdam,9928,23.4,0.0,14.4,5,55.3,27.4,9.5,739.45,0.4,Winter,High,21.5,1
V04848,MSC,Michelle Voyager,Bulk Carrier,Rotterdam,Antwerp,5253,13.8,12.8,19.6,8,65.0,16.2,8.8,474.05,8.2,Autumn,Low,27.0,1
V04849,MSC,Tracy Voyager,Bulk Carrier,Dubai,Colombo,5611,14.1,11.9,12.6,20,69.1,1.7,9.2,591.85,0.0,Autumn,Low,24.2,1
V04850,Yang Ming,Mark Voyager,Container,Busan,Hamburg,3863,8.6,5.9,17.9,18,74.5,83.3,5.6,502.1,11.4,Spring,Low,27.2,1
V04851,Hapag-Lloyd,Stephen Voyager,LNG Carrier,Busan,Rotterdam,1634,6.5,1.9,20.6,19,77.8,64.6,1.1,813.15,8.8,Autumn,Medium,17.3,1
V04852,ONE,John Voyager,Oil Tanker,Antwerp,Hamburg,1123,2.7,10.3,23.9,11,87.1,33.3,2.7,455.1,5.0,Spring,Medium,11.0,0
V04853,Maersk,Richard Voyager,Bulk Carrier,Dubai,Antwerp,674,1.6,0.0,12.9,22,61.7,5.8,7.7,489.62,15.9,Summer,Medium,20.1,1
V04854,MSC,Bobby Voyager,Oil Tanker,Los Angeles,Mumbai,2074,6.1,4.4,23.9,9,40.4,61.5,5.2,639.38,15.9,Summer,High,19.9,1
V04855,Yang Ming,Jill Voyager,Oil Tanker,Los Angeles,Shanghai,5258,16.7,13.5,23.8,3,65.3,21.5,2.4,706.4,6.5,Spring,Medium,11.1,0
V04856,CMA CGM,Omar Voyager,Bulk Carrier,Busan,Mumbai,10217,30.0,4.8,22.2,28,89.0,54.8,5.5,504.92,3.7,Spring,Low,20.7,1
V04857,Yang Ming,Lawrence Voyager,Oil Tanker,Antwerp,Shanghai,10885,26.9,2.8,14.3,22,66.3,69.4,3.5,639.35,0.0,Winter,Low,16.5,1
V04858,COSCO,Cheryl Voyager,Container,Busan,Dubai,3720,8.9,0.0,12.4,28,77.2,93.2,1.6,613.12,9.2,Autumn,Low,16.8,1
V04859,COSCO,Julia Voyager,Bulk Carrier,Singapore,Antwerp,3317,8.9,3.6,18.0,14,86.8,59.2,3.1,482.95,9.1,Winter,Medium,18.2,1
V04860,Maersk,Brittney Voyager,Bulk Carrier,Mumbai,Rotterdam,8871,22.9,7.3,14.1,10,85.5,87.2,7.4,783.32,12.1,Winter,Low,30.1,1
V04861,Maersk,Alicia Voyager,Bulk Carrier,Shanghai,Busan,3140,11.1,5.7,17.2,21,87.0,8.5,7.8,635.1,0.0,Spring,High,19.2,1
V04862,CMA CGM,Nancy Voyager,Oil Tanker,Antwerp,Colombo,4335,9.7,4.5,18.4,5,53.4,32.5,2.2,786.78,2.1,Summer,Medium,11.4,0
V04863,CMA CGM,Kristin Voyager,LNG Carrier,Singapore,Shanghai,1952,5.5,11.9,13.3,6,95.1,24.4,0.2,534.98,5.1,Spring,High,9.1,0
V04864,Maersk,Abigail Voyager,Container,Rotterdam,Los Angeles,4823,12.9,6.8,21.0,25,80.9,81.4,3.5,501.06,0.0,Spring,Low,17.9,1
V04865,MSC,Shannon Voyager,Container,Shanghai,Singapore,4968,15.7,12.1,22.9,2,83.5,70.4,0.3,817.39,8.4,Winter,High,12.2,1
V04866,MSC,Margaret Voyager,Container,Colombo,Antwerp,8764,34.3,0.0,21.6,21,47.4,97.2,0.6,800.8,9.0,Spring,Medium,17.7,1
V04867,Evergreen,Bobby Voyager,Container,Hamburg,Shanghai,6129,23.4,0.0,12.9,6,94.3,45.6,7.7,582.6,10.7,Summer,Low,26.6,1
V04868,CMA CGM,Wendy Voyager,LNG Carrier,Antwerp,Singapore,1400,3.8,15.4,15.0,1,66.3,58.9,2.8,831.77,10.0,Summer,High,24.1,1
V04869,Yang Ming,April Voyager,Container,Colombo,Shanghai,6560,24.1,0.0,13.5,13,82.3,50.2,10.0,765.06,20.6,Spring,Medium,31.8,1
V04870,Evergreen,Randall Voyager,LNG Carrier,Shanghai,Singapore,4225,10.3,1.3,15.6,24,54.4,93.1,0.7,513.68,6.5,Autumn,High,19.8,1
V04871,Evergreen,Jill Voyager,Bulk Carrier,Busan,Rotterdam,10561,23.7,17.0,20.9,12,51.0,23.0,1.9,742.79,8.8,Autumn,Medium,18.8,1
V04872,ONE,Angela Voyager,LNG Carrier,Dubai,Singapore,9521,33.0,6.2,20.8,7,95.1,37.7,8.4,787.42,1.8,Spring,Medium,25.3,1
V04873,Evergreen,Zachary Voyager,Oil Tanker,Mumbai,Colombo,9434,29.1,2.9,17.4,3,68.3,2.3,8.4,594.34,17.2,Spring,Low,26.3,1
V04874,COSCO,Crystal Voyager,LNG Carrier,Rotterdam,Mumbai,6888,25.4,9.1,12.4,6,86.7,3.3,0.2,532.7,19.0,Spring,Low,17.2,1
V04875,Evergreen,Brandon Voyager,Bulk Carrier,Mumbai,Busan,1573,5.0,5.1,22.0,15,72.2,0.9,4.7,795.14,3.1,Summer,High,7.5,0
V04876,COSCO,Kelly Voyager,Container,Busan,Singapore,5703,19.1,17.2,20.6,11,58.9,74.6,3.0,659.96,5.4,Spring,High,26.0,1
V04877,ONE,Raymond Voyager,Oil Tanker,Hamburg,Los Angeles,7229,18.1,2.3,14.0,13,50.5,77.1,6.0,587.53,17.2,Autumn,Medium,27.2,1
V04878,MSC,Kevin Voyager,Bulk Carrier,Mumbai,Los Angeles,11978,28.2,0.0,19.7,3,59.1,33.7,1.8,746.36,6.7,Summer,Medium,8.4,0
V04879,CMA CGM,Maria Voyager,LNG Carrier,Antwerp,Mumbai,3616,11.2,9.0,19.4,27,78.8,11.7,8.1,459.33,7.7,Winter,Low,25.2,1
V04880,MSC,Steven Voyager,Bulk Carrier,Shanghai,Rotterdam,10750,30.8,4.5,17.3,26,96.6,47.2,6.1,634.49,4.0,Summer,High,20.4,1
V04881,CMA CGM,Roberto Voyager,Bulk Carrier,Singapore,Shanghai,2806,6.8,16.2,18.7,2,88.9,5.2,6.4,792.48,9.4,Winter,Medium,19.0,1
V04882,CMA CGM,Christie Voyager,Oil Tanker,Singapore,Dubai,6794,17.7,3.4,12.0,29,94.9,0.2,5.2,460.52,8.6,Winter,High,19.5,1
V04883,CMA CGM,Brian Voyager,Oil Tanker,Dubai,Rotterdam,8037,21.3,11.1,15.2,15,79.5,26.3,1.2,460.73,2.5,Winter,Low,16.9,1
V04884,ONE,Zachary Voyager,Container,Busan,Shanghai,2739,9.5,5.8,18.0,21,66.4,22.9,5.7,455.96,15.5,Winter,Medium,20.6,1
V04885,Hapag-Lloyd,Douglas Voyager,Bulk Carrier,Singapore,Rotterdam,2536,6.0,0.0,18.3,14,56.9,2.0,5.3,746.34,0.0,Summer,Medium,3.9,0
V04886,Evergreen,Maria Voyager,Container,Rotterdam,Hamburg,7869,17.7,16.6,21.1,24,57.6,27.1,4.9,792.02,9.3,Spring,Low,21.4,1
V04887,COSCO,Shannon Voyager,Oil Tanker,Singapore,Hamburg,5799,13.1,8.3,20.5,1,40.6,25.7,5.1,806.44,9.1,Winter,Low,19.9,1
V04888,CMA CGM,Jennifer Voyager,LNG Carrier,Mumbai,Rotterdam,2844,11.1,12.0,20.6,26,93.9,91.0,8.1,611.81,6.3,Spring,Low,31.9,1
V04889,CMA CGM,Daniel Voyager,Container,Antwerp,Busan,6479,16.5,10.1,17.9,22,67.7,73.0,5.1,804.05,12.8,Winter,High,28.9,1
V04890,Yang Ming,Kimberly Voyager,Bulk Carrier,Dubai,Singapore,10253,29.9,16.9,17.1,26,70.9,80.3,6.4,683.12,5.4,Spring,Medium,30.4,1
V04891,CMA CGM,Sharon Voyager,Bulk Carrier,Shanghai,Busan,630,1.5,8.1,24.0,18,44.7,49.3,2.0,848.38,4.0,Spring,Low,14.3,1
V04892,Evergreen,Heather Voyager,LNG Carrier,Shanghai,Singapore,7214,21.5,1.8,13.3,14,61.6,97.7,0.9,763.03,5.6,Summer,High,20.9,1
V04893,Hapag-Lloyd,Derek Voyager,LNG Carrier,Busan,Singapore,11150,28.6,4.0,12.9,12,60.5,5.5,4.5,666.34,3.2,Winter,Low,14.8,1
V04894,Hapag-Lloyd,Robert Voyager,Container,Antwerp,Colombo,4858,11.0,0.7,21.4,7,56.2,66.1,3.1,559.83,3.8,Summer,Medium,15.5,1
V04895,CMA CGM,Shannon Voyager,Oil Tanker,Dubai,Shanghai,7982,23.4,10.7,17.9,27,66.2,72.8,2.5,645.94,15.3,Spring,High,24.0,1
V04896,Maersk,Harold Voyager,Bulk Carrier,Mumbai,Shanghai,3807,13.5,9.0,12.1,24,52.2,73.4,3.9,805.2,5.2,Winter,High,21.9,1
V04897,Hapag-Lloyd,Brittany Voyager,LNG Carrier,Singapore,Rotterdam,6949,16.8,12.0,19.0,17,76.6,64.8,1.3,678.84,4.7,Spring,Low,18.4,1
V04898,Yang Ming,Jennifer Voyager,LNG Carrier,Shanghai,Hamburg,8600,24.9,6.8,20.2,2,45.8,10.2,7.1,663.29,1.6,Autumn,High,18.9,1
V04899,COSCO,James Voyager,Bulk Carrier,Hamburg,Busan,2520,5.8,8.8,21.1,4,72.7,13.9,3.9,503.78,0.0,Summer,Low,12.2,1
V04900,Yang Ming,Shawn Voyager,Container,Singapore,Antwerp,7433,17.8,2.1,22.6,12,91.5,36.6,2.5,563.38,14.6,Autumn,Medium,11.5,0
V04901,MSC,John Voyager,Container,Los Angeles,Mumbai,7893,27.3,4.2,15.6,14,69.7,7.4,8.2,731.11,10.2,Autumn,High,22.4,1
V04902,ONE,Heather Voyager,LNG Carrier,Busan,Hamburg,6263,18.2,9.8,22.4,24,89.1,13.6,6.8,833.13,0.0,Spring,Medium,21.0,1
V04903,MSC,Rebecca Voyager,Container,Los Angeles,Antwerp,11989,28.1,8.6,14.0,26,70.1,57.7,4.3,739.96,16.2,Summer,High,28.1,1
V04904,CMA CGM,Laura Voyager,Container,Antwerp,Shanghai,6495,25.4,5.9,19.7,8,51.3,41.3,7.5,686.13,0.3,Spring,Low,19.8,1
V04905,ONE,Jennifer Voyager,Bulk Carrier,Antwerp,Colombo,8292,23.9,13.9,15.6,7,50.2,29.0,4.5,830.3,16.3,Summer,Medium,23.5,1
V04906,Evergreen,David Voyager,Oil Tanker,Hamburg,Antwerp,3077,6.9,0.0,20.2,2,55.6,92.0,1.7,667.38,6.7,Autumn,Medium,15.4,1
V04907,Yang Ming,Danny Voyager,LNG Carrier,Shanghai,Mumbai,10099,27.4,4.8,22.1,10,56.3,18.5,9.5,525.26,11.2,Spring,Medium,26.6,1
V04908,COSCO,Shannon Voyager,Bulk Carrier,Rotterdam,Dubai,681,2.2,11.0,19.0,22,97.1,96.9,9.4,739.37,10.7,Winter,Low,34.9,1
V04909,ONE,Michael Voyager,LNG Carrier,Shanghai,Los Angeles,7725,26.1,4.3,23.5,13,73.3,53.7,3.8,674.26,21.8,Spring,Low,23.1,1
V04910,ONE,Alexandria Voyager,Bulk Carrier,Los Angeles,Mumbai,11861,34.2,7.8,15.8,5,96.4,56.8,5.4,681.01,10.2,Winter,Medium,25.2,1
V04911,Yang Ming,Patrick Voyager,Oil Tanker,Colombo,Singapore,9174,29.6,0.0,13.4,25,78.9,71.5,5.1,560.26,6.6,Autumn,High,21.6,1
V04912,ONE,Kylie Voyager,Container,Shanghai,Colombo,4917,14.9,12.4,12.5,1,65.4,75.1,6.0,665.95,8.3,Spring,Low,25.5,1
V04913,ONE,William Voyager,LNG Carrier,Los Angeles,Colombo,11822,35.9,8.2,18.0,1,95.8,43.9,0.7,598.84,3.2,Spring,Low,9.1,0
V04914,CMA CGM,Stephanie Voyager,Bulk Carrier,Busan,Shanghai,5525,21.3,1.8,15.4,10,76.7,97.3,9.9,695.93,11.3,Winter,Low,37.8,1
V04915,MSC,Nicholas Voyager,LNG Carrier,Dubai,Rotterdam,11941,26.7,8.4,12.9,12,61.7,29.3,6.7,580.23,11.8,Autumn,Low,25.6,1
V04916,MSC,Oscar Voyager,Oil Tanker,Shanghai,Los Angeles,891,3.4,6.5,21.5,12,54.4,95.9,5.2,688.99,12.2,Winter,Medium,23.0,1
V04917,CMA CGM,Kayla Voyager,Bulk Carrier,Colombo,Rotterdam,4445,12.7,6.6,13.5,29,44.8,55.3,4.9,806.36,1.7,Spring,Low,22.9,1
V04918,Maersk,Rhonda Voyager,Container,Antwerp,Hamburg,6835,24.2,5.3,22.8,21,55.1,16.7,2.2,644.54,8.2,Summer,Low,7.7,0
V04919,Maersk,Ariana Voyager,Bulk Carrier,Dubai,Antwerp,10212,33.4,11.1,22.9,10,89.1,17.2,1.4,811.12,11.8,Winter,Low,14.0,1
V04920,ONE,Donna Voyager,LNG Carrier,Rotterdam,Colombo,4513,15.4,1.9,21.0,6,78.0,4.4,8.9,724.53,3.4,Summer,High,18.3,1
V04921,Hapag-Lloyd,Edward Voyager,Bulk Carrier,Rotterdam,Los Angeles,6651,24.6,2.5,19.8,30,100.0,35.4,2.1,722.71,10.6,Winter,Medium,9.9,0
V04922,MSC,Misty Voyager,LNG Carrier,Los Angeles,Singapore,8946,22.3,3.6,20.6,19,82.6,93.7,2.9,814.04,18.8,Spring,High,26.4,1
V04923,CMA CGM,Harold Voyager,Oil Tanker,Shanghai,Los Angeles,6336,15.4,6.8,17.9,6,48.2,69.6,2.3,462.46,19.9,Winter,Low,19.1,1
V04924,Hapag-Lloyd,Jennifer Voyager,LNG Carrier,Hamburg,Colombo,10430,36.6,1.9,14.8,15,66.3,36.8,0.8,825.77,5.6,Spring,Low,11.4,0
V04925,Evergreen,Robert Voyager,Oil Tanker,Colombo,Hamburg,5512,19.8,10.4,23.9,29,78.8,92.1,4.9,621.34,2.8,Autumn,Medium,26.8,1
V04926,Hapag-Lloyd,Kyle Voyager,Bulk Carrier,Los Angeles,Hamburg,3993,13.7,4.0,20.1,12,99.3,44.7,6.3,778.74,15.3,Autumn,High,22.3,1
V04927,Hapag-Lloyd,Kayla Voyager,LNG Carrier,Mumbai,Dubai,10235,35.4,5.4,22.8,4,91.9,97.5,3.3,495.54,5.1,Spring,Low,22.5,1
V04928,COSCO,Sean Voyager,Oil Tanker,Dubai,Antwerp,6267,15.0,3.4,12.4,16,46.4,86.8,0.9,698.83,7.7,Winter,Medium,18.5,1
V04929,MSC,Courtney Voyager,Bulk Carrier,Los Angeles,Hamburg,6979,24.6,8.7,19.6,26,62.3,1.7,2.1,754.89,13.3,Summer,Medium,14.3,1
V04930,ONE,David Voyager,Container,Singapore,Hamburg,1778,4.1,3.9,17.3,27,79.7,2.4,6.6,712.04,5.9,Autumn,Low,17.7,1
V04931,CMA CGM,David Voyager,Container,Shanghai,Mumbai,3366,8.0,7.2,19.6,25,98.2,96.2,4.0,607.55,7.1,Summer,High,25.5,1
V04932,COSCO,James Voyager,LNG Carrier,Los Angeles,Singapore,10734,28.7,0.0,17.0,10,72.6,54.0,8.0,818.95,12.0,Winter,Low,26.5,1
V04933,Yang Ming,Cindy Voyager,Oil Tanker,Busan,Colombo,3269,8.7,11.0,21.1,19,86.9,8.1,9.7,501.48,8.0,Spring,High,22.8,1
V04934,ONE,Johnny Voyager,Bulk Carrier,Mumbai,Los Angeles,9815,32.8,4.2,23.2,12,51.4,61.8,3.9,565.95,6.8,Autumn,Low,19.1,1
V04935,COSCO,Stephen Voyager,Bulk Carrier,Rotterdam,Singapore,714,1.7,0.0,22.0,25,51.8,17.2,6.0,830.43,8.2,Spring,Low,16.8,1
V04936,MSC,Melissa Voyager,Container,Mumbai,Busan,11683,29.0,2.7,23.8,11,45.6,74.9,2.9,730.67,8.4,Winter,Medium,15.8,1
V04937,ONE,Amy Voyager,LNG Carrier,Dubai,Rotterdam,7305,18.0,2.4,23.1,20,68.3,15.1,5.8,470.71,5.5,Summer,High,13.1,1
V04938,Maersk,Adam Voyager,Container,Hamburg,Mumbai,3569,12.7,9.4,12.5,1,89.6,50.4,8.6,572.42,3.6,Spring,Low,25.4,1
V04939,Hapag-Lloyd,Nicole Voyager,Container,Los Angeles,Dubai,2428,5.7,14.8,21.9,12,52.8,51.8,6.5,690.18,13.8,Winter,Low,25.4,1
V04940,MSC,John Voyager,Bulk Carrier,Colombo,Singapore,4962,17.6,2.2,22.5,27,48.7,73.8,1.2,463.3,9.5,Autumn,High,16.0,1
V04941,MSC,Brianna Voyager,Container,Colombo,Antwerp,9653,25.8,0.0,23.4,23,71.9,6.9,8.5,777.03,15.0,Summer,High,22.8,1
V04942,MSC,Thomas Voyager,Container,Shanghai,Busan,7298,16.4,8.4,22.2,20,69.4,51.5,5.6,720.52,16.1,Spring,Low,26.7,1
V04943,ONE,Robert Voyager,Bulk Carrier,Singapore,Mumbai,7141,17.1,8.2,17.1,27,54.5,97.2,0.5,832.0,17.3,Winter,High,26.7,1
V04944,Evergreen,Christopher Voyager,Bulk Carrier,Shanghai,Dubai,4017,12.3,1.8,20.9,8,49.9,7.9,8.9,642.64,11.8,Summer,Low,20.4,1
V04945,CMA CGM,Carol Voyager,Oil Tanker,Singapore,Mumbai,3712,12.6,8.5,13.5,25,67.5,96.5,0.4,714.85,10.9,Winter,Low,19.0,1
V04946,ONE,John Voyager,Oil Tanker,Mumbai,Los Angeles,11410,25.6,5.4,21.0,29,91.0,99.2,0.1,845.82,9.6,Spring,Medium,17.7,1
V04947,COSCO,Amy Voyager,Container,Busan,Colombo,6782,23.0,7.6,12.4,16,52.0,16.3,8.4,713.04,12.8,Winter,High,26.4,1
V04948,Yang Ming,Christine Voyager,Oil Tanker,Mumbai,Hamburg,3916,10.6,7.1,17.3,2,46.1,21.2,5.1,672.94,16.3,Summer,Medium,22.5,1
V04949,MSC,Angela Voyager,Container,Rotterdam,Busan,9013,32.7,7.0,23.9,7,95.9,23.2,9.9,798.1,2.3,Winter,High,24.0,1
V04950,Evergreen,Marcia Voyager,LNG Carrier,Rotterdam,Hamburg,11257,40.7,7.7,21.9,30,85.7,14.4,3.0,456.66,15.7,Autumn,Low,16.9,1
V04951,ONE,Brandon Voyager,Oil Tanker,Rotterdam,Hamburg,6742,16.3,0.0,21.4,25,66.3,42.1,7.3,611.53,0.0,Spring,Medium,19.6,1
V04952,CMA CGM,Eddie Voyager,Oil Tanker,Shanghai,Mumbai,5444,19.1,3.1,12.3,10,54.1,61.7,8.3,822.77,10.6,Autumn,Low,28.7,1
V04953,Hapag-Lloyd,Denise Voyager,Container,Los Angeles,Shanghai,7248,24.0,5.2,17.2,17,40.6,95.2,8.3,606.96,7.4,Winter,High,30.8,1
V04954,Yang Ming,Benjamin Voyager,Oil Tanker,Mumbai,Dubai,10765,39.8,5.9,21.9,14,79.8,99.3,7.0,495.81,4.5,Spring,High,27.4,1
V04955,ONE,Melissa Voyager,LNG Carrier,Busan,Colombo,10096,29.6,4.4,17.1,26,65.7,15.8,4.3,689.21,6.6,Autumn,High,17.4,1
V04956,Maersk,Elizabeth Voyager,Bulk Carrier,Mumbai,Rotterdam,11940,38.6,5.4,19.4,25,56.7,71.5,1.8,735.57,14.1,Winter,Medium,23.7,1
V04957,Evergreen,Mary Voyager,LNG Carrier,Busan,Los Angeles,7908,20.6,10.3,24.0,2,42.9,19.2,6.6,654.69,11.2,Autumn,Medium,21.7,1
V04958,Evergreen,Kenneth Voyager,Bulk Carrier,Mumbai,Shanghai,2614,6.8,10.3,14.1,25,42.8,28.8,7.5,540.92,8.5,Summer,Medium,28.2,1
V04959,Evergreen,Samantha Voyager,Bulk Carrier,Shanghai,Mumbai,8286,29.9,9.1,21.5,15,74.3,19.3,0.4,790.16,5.8,Spring,Medium,10.6,0
V04960,CMA CGM,Brandon Voyager,Container,Los Angeles,Singapore,3789,14.6,6.5,21.5,15,73.9,1.8,0.3,486.83,7.4,Autumn,Low,5.0,0
V04961,MSC,Robert Voyager,Oil Tanker,Los Angeles,Rotterdam,9400,30.2,6.8,22.3,20,60.3,33.9,9.3,621.71,14.0,Summer,High,30.5,1
V04962,CMA CGM,Gregory Voyager,LNG Carrier,Shanghai,Colombo,6795,23.4,7.8,19.1,12,57.1,74.6,0.5,605.6,11.6,Spring,Low,20.7,1
V04963,COSCO,Emily Voyager,Oil Tanker,Busan,Rotterdam,7411,23.6,5.3,16.8,3,47.9,40.1,8.7,550.03,1.3,Spring,High,26.1,1
V04964,Yang Ming,Cheryl Voyager,Bulk Carrier,Antwerp,Singapore,11153,42.4,3.4,15.6,12,48.7,55.5,4.4,770.58,3.9,Autumn,Low,14.7,1
V04965,Yang Ming,Heather Voyager,Container,Singapore,Shanghai,6167,23.6,8.9,19.6,7,88.3,62.5,4.0,717.32,0.0,Autumn,Medium,16.9,1
V04966,MSC,Brooke Voyager,Bulk Carrier,Los Angeles,Busan,3671,8.3,8.9,19.8,14,42.8,39.3,0.1,647.38,12.3,Autumn,High,12.5,1
V04967,COSCO,Kristin Voyager,Container,Rotterdam,Singapore,7801,26.1,5.3,14.8,13,65.2,53.7,2.4,623.75,2.8,Winter,Low,13.8,1
V04968,Yang Ming,Gregory Voyager,LNG Carrier,Singapore,Mumbai,6799,17.9,7.3,12.3,11,60.1,75.8,7.4,683.57,5.0,Spring,Medium,27.8,1
V04969,ONE,Stanley Voyager,Bulk Carrier,Hamburg,Dubai,11163,34.1,0.0,16.4,2,51.2,55.9,6.1,674.55,14.8,Spring,High,24.7,1
V04970,CMA CGM,Beth Voyager,LNG Carrier,Rotterdam,Los Angeles,5958,17.6,10.0,15.7,25,46.4,91.2,7.2,848.89,15.7,Autumn,Medium,34.3,1
V04971,Maersk,Sarah Voyager,Container,Busan,Antwerp,7308,24.6,4.2,12.2,21,45.3,75.6,8.8,481.26,0.0,Spring,Low,34.1,1
V04972,COSCO,Christopher Voyager,Bulk Carrier,Shanghai,Hamburg,6688,23.1,5.3,15.9,26,50.4,3.1,6.7,525.55,14.2,Summer,Low,19.3,1
V04973,COSCO,Kevin Voyager,Oil Tanker,Hamburg,Dubai,2061,6.2,11.0,19.0,9,64.9,9.6,3.3,513.24,19.1,Autumn,High,19.6,1
V04974,COSCO,Miguel Voyager,Container,Dubai,Shanghai,8140,26.2,0.9,21.0,21,69.2,82.7,2.5,488.2,7.2,Autumn,Medium,13.1,1
V04975,Maersk,Nicholas Voyager,LNG Carrier,Singapore,Colombo,6135,18.2,5.8,12.7,1,49.3,61.7,7.2,830.32,12.9,Spring,Low,28.1,1
V04976,ONE,Carlos Voyager,LNG Carrier,Shanghai,Dubai,7213,20.7,4.6,19.3,27,59.8,98.0,8.1,760.11,11.2,Winter,Low,34.9,1
V04977,Maersk,Ronald Voyager,Bulk Carrier,Shanghai,Mumbai,7404,23.8,0.0,19.7,1,79.1,69.0,4.1,461.49,8.5,Winter,High,23.3,1
V04978,COSCO,Andrea Voyager,Oil Tanker,Busan,Shanghai,7650,23.0,0.0,16.0,19,60.8,14.1,3.7,618.79,7.5,Summer,Medium,16.2,1
V04979,CMA CGM,Kelly Voyager,Container,Rotterdam,Antwerp,3433,7.9,11.5,21.8,30,97.7,29.2,2.9,684.42,4.9,Spring,Medium,16.3,1
V04980,Evergreen,Dennis Voyager,Container,Los Angeles,Antwerp,4990,11.6,6.0,18.5,21,56.5,73.4,2.3,584.65,3.5,Spring,High,17.7,1
V04981,Maersk,Heather Voyager,Container,Rotterdam,Mumbai,2032,6.0,4.6,15.2,4,48.0,97.1,6.1,841.2,8.7,Summer,High,26.9,1
V04982,Evergreen,Joshua Voyager,Oil Tanker,Shanghai,Hamburg,10864,27.6,0.0,14.0,21,91.3,69.6,0.9,538.64,7.8,Winter,High,17.6,1
V04983,ONE,Alison Voyager,Oil Tanker,Busan,Singapore,1629,4.1,6.4,13.9,11,96.6,93.0,1.1,685.82,6.0,Winter,High,20.5,1
V04984,Hapag-Lloyd,Alicia Voyager,Oil Tanker,Rotterdam,Los Angeles,4075,14.9,5.2,12.8,30,51.1,22.5,0.8,798.97,19.2,Summer,High,15.7,1
V04985,ONE,Heather Voyager,LNG Carrier,Colombo,Antwerp,10721,27.0,9.5,20.2,25,72.0,51.0,6.6,541.07,3.5,Spring,Medium,25.1,1
V04986,CMA CGM,Cheryl Voyager,Container,Busan,Singapore,10044,31.5,7.4,21.5,8,85.4,16.7,5.1,588.74,7.7,Autumn,Low,15.6,1
V04987,MSC,Daniel Voyager,Bulk Carrier,Colombo,Los Angeles,9050,20.8,2.8,15.2,3,40.2,29.3,9.0,555.1,9.7,Winter,High,26.3,1
V04988,Yang Ming,Jessica Voyager,LNG Carrier,Hamburg,Rotterdam,574,1.3,5.4,19.0,2,90.0,10.1,5.6,644.42,9.7,Winter,Low,17.2,1
V04989,COSCO,Cristina Voyager,Bulk Carrier,Rotterdam,Los Angeles,1804,6.6,6.5,14.1,17,95.9,8.8,4.2,768.01,6.8,Autumn,Low,15.1,1
V04990,Yang Ming,Vanessa Voyager,Bulk Carrier,Rotterdam,Colombo,8097,19.0,19.5,19.5,21,83.3,45.5,1.5,651.43,9.9,Spring,High,22.6,1
V04991,Maersk,Timothy Voyager,LNG Carrier,Busan,Dubai,5976,17.8,8.2,22.6,8,56.8,89.6,0.2,769.22,6.4,Spring,High,18.5,1
V04992,COSCO,Haley Voyager,LNG Carrier,Shanghai,Antwerp,2708,6.6,4.5,17.3,8,80.5,85.5,9.3,553.63,14.3,Spring,Medium,34.5,1
V04993,Hapag-Lloyd,Sarah Voyager,Container,Busan,Shanghai,7170,19.5,1.2,13.3,9,86.6,90.1,6.5,496.21,10.2,Spring,High,25.4,1
